,Airline,Airline ID,Source airport,Source airport ID,Destination airport,Destination airport ID,Codeshare,Stops,Equipment,Airport ID_x,Name_x,City,Country_x,IATA_x,ICAO_x,source_latitude,source_longitude,Altitude_x,TimeZone_x,DST_x,Tz Database Time Zone_x,Continent,Airport ID_y,Name_y,Destination City,Country_y,IATA_y,ICAO_y,destination_latitude,destination_longitude,Altitude_y,TimeZone_y,DST_y,Tz Database Time Zone_y,Destination Continent
15781,CA,751,CAI,1128,PEK,3364,Y,0.0,330,1128.0,Cairo International Airport,Cairo,Egypt,CAI,HECA,30.12190056,31.40559959,382.0,2,U,Africa/Cairo,Africa,3364.0,Beijing Capital International Airport,Beijing,China,PEK,ZBAA,40.08010101,116.5849991,116.0,8,U,Asia/Shanghai,Asia
15789,UA,5209,JFK,3797,PEK,3364,Y,0.0,773,3797.0,John F Kennedy International Airport,New York,United States,JFK,KJFK,40.63980103,-73.77890015,13.0,-5,A,America/New_York,North America,3364.0,Beijing Capital International Airport,Beijing,China,PEK,ZBAA,40.08010101,116.5849991,116.0,8,U,Asia/Shanghai,Asia
15790,US,5265,JFK,3797,PEK,3364,Y,0.0,773,3797.0,John F Kennedy International Airport,New York,United States,JFK,KJFK,40.63980103,-73.77890015,13.0,-5,A,America/New_York,North America,3364.0,Beijing Capital International Airport,Beijing,China,PEK,ZBAA,40.08010101,116.5849991,116.0,8,U,Asia/Shanghai,Asia
15798,MU,1758,CDG,1382,PEK,3364,Y,0.0,772 77W,1382.0,Charles de Gaulle International Airport,Paris,France,CDG,LFPG,49.012798,2.55,392.0,1,E,Europe/Paris,Europe,3364.0,Beijing Capital International Airport,Beijing,China,PEK,ZBAA,40.08010101,116.5849991,116.0,8,U,Asia/Shanghai,Asia
15806,VS,5347,LHR,507,PEK,3364,Y,0.0,773,507.0,London Heathrow Airport,London,United Kingdom,LHR,EGLL,51.4706,-0.461941,83.0,0,E,Europe/London,Europe,3364.0,Beijing Capital International Airport,Beijing,China,PEK,ZBAA,40.08010101,116.5849991,116.0,8,U,Asia/Shanghai,Asia
15811,OS,491,VIE,1613,PEK,3364,Y,0.0,763 767,1613.0,Vienna International Airport,Vienna,Austria,VIE,LOWW,48.11029816,16.56970024,600.0,1,E,Europe/Vienna,Europe,3364.0,Beijing Capital International Airport,Beijing,China,PEK,ZBAA,40.08010101,116.5849991,116.0,8,U,Asia/Shanghai,Asia
15812,CA,751,WAW,679,PEK,3364,Y,0.0,788,679.0,Warsaw Chopin Airport,Warsaw,Poland,WAW,EPWA,52.16569901,20.96710014,362.0,1,E,Europe/Warsaw,Europe,3364.0,Beijing Capital International Airport,Beijing,China,PEK,ZBAA,40.08010101,116.5849991,116.0,8,U,Asia/Shanghai,Asia
15836,CA,751,CPH,609,PEK,3364,Y,0.0,343,609.0,Copenhagen Kastrup Airport,Copenhagen,Denmark,CPH,EKCH,55.61790085,12.65600014,17.0,1,E,Europe/Copenhagen,Europe,3364.0,Beijing Capital International Airport,Beijing,China,PEK,ZBAA,40.08010101,116.5849991,116.0,8,U,Asia/Shanghai,Asia
15878,CZ,1767,DTW,3645,PEK,3364,Y,0.0,777,3645.0,Detroit Metropolitan Wayne County Airport,Detroit,United States,DTW,KDTW,42.21239853,-83.35340118,645.0,-5,A,America/New_York,North America,3364.0,Beijing Capital International Airport,Beijing,China,PEK,ZBAA,40.08010101,116.5849991,116.0,8,U,Asia/Shanghai,Asia
15880,MU,1758,DTW,3645,PEK,3364,Y,0.0,777,3645.0,Detroit Metropolitan Wayne County Airport,Detroit,United States,DTW,KDTW,42.21239853,-83.35340118,645.0,-5,A,America/New_York,North America,3364.0,Beijing Capital International Airport,Beijing,China,PEK,ZBAA,40.08010101,116.5849991,116.0,8,U,Asia/Shanghai,Asia
15888,CA,751,EWR,3494,PEK,3364,Y,0.0,777,3494.0,Newark Liberty International Airport,Newark,United States,EWR,KEWR,40.69250107,-74.16870117,18.0,-5,A,America/New_York,North America,3364.0,Beijing Capital International Airport,Beijing,China,PEK,ZBAA,40.08010101,116.5849991,116.0,8,U,Asia/Shanghai,Asia
15891,CA,751,YYZ,193,PEK,3364,Y,0.0,77W,193.0,Lester B. Pearson International Airport,Toronto,Canada,YYZ,CYYZ,43.67720032,-79.63059998,569.0,-5,A,America/Toronto,North America,3364.0,Beijing Capital International Airport,Beijing,China,PEK,ZBAA,40.08010101,116.5849991,116.0,8,U,Asia/Shanghai,Asia
15897,UA,5209,HNL,3728,PEK,3364,Y,0.0,330,3728.0,Daniel K Inouye International Airport,Honolulu,United States,HNL,PHNL,21.32062,-157.924228,13.0,-10,N,Pacific/Honolulu,North America,3364.0,Beijing Capital International Airport,Beijing,China,PEK,ZBAA,40.08010101,116.5849991,116.0,8,U,Asia/Shanghai,Asia
15898,CA,751,IAD,3714,PEK,3364,Y,0.0,777,3714.0,Washington Dulles International Airport,Washington,United States,IAD,KIAD,38.94449997,-77.45580292,312.0,-5,A,America/New_York,North America,3364.0,Beijing Capital International Airport,Beijing,China,PEK,ZBAA,40.08010101,116.5849991,116.0,8,U,Asia/Shanghai,Asia
15901,UA,5209,IAH,3550,PEK,3364,Y,0.0,773,3550.0,George Bush Intercontinental Houston Airport,Houston,United States,IAH,KIAH,29.9843998,-95.34140015,97.0,-6,A,America/Chicago,North America,3364.0,Beijing Capital International Airport,Beijing,China,PEK,ZBAA,40.08010101,116.5849991,116.0,8,U,Asia/Shanghai,Asia
15902,AA,24,SEA,3577,PEK,3364,Y,0.0,787,3577.0,Seattle Tacoma International Airport,Seattle,United States,SEA,KSEA,47.449001,-122.308998,433.0,-8,A,America/Los_Angeles,North America,3364.0,Beijing Capital International Airport,Beijing,China,PEK,ZBAA,40.08010101,116.5849991,116.0,8,U,Asia/Shanghai,Asia
15903,CZ,1767,SEA,3577,PEK,3364,Y,0.0,76W,3577.0,Seattle Tacoma International Airport,Seattle,United States,SEA,KSEA,47.449001,-122.308998,433.0,-8,A,America/Los_Angeles,North America,3364.0,Beijing Capital International Airport,Beijing,China,PEK,ZBAA,40.08010101,116.5849991,116.0,8,U,Asia/Shanghai,Asia
15906,MU,1758,SEA,3577,PEK,3364,Y,0.0,76W,3577.0,Seattle Tacoma International Airport,Seattle,United States,SEA,KSEA,47.449001,-122.308998,433.0,-8,A,America/Los_Angeles,North America,3364.0,Beijing Capital International Airport,Beijing,China,PEK,ZBAA,40.08010101,116.5849991,116.0,8,U,Asia/Shanghai,Asia
15909,US,5265,SFO,3469,PEK,3364,Y,0.0,773,3469.0,San Francisco International Airport,San Francisco,United States,SFO,KSFO,37.61899948,-122.375,13.0,-8,A,America/Los_Angeles,North America,3364.0,Beijing Capital International Airport,Beijing,China,PEK,ZBAA,40.08010101,116.5849991,116.0,8,U,Asia/Shanghai,Asia
16143,LX,4559,ZRH,1678,AYT,1688,Y,0.0,320,1678.0,Zürich Airport,Zurich,Switzerland,ZRH,LSZH,47.464699,8.54917,1416.0,1,E,Europe/Zurich,Europe,1688.0,Antalya International Airport,Antalya,Turkey,AYT,LTAI,36.898701,30.800501,177.0,3,E,Europe/Istanbul,Asia
16223,OS,491,VIE,1613,AYT,1688,Y,0.0,320 319,1613.0,Vienna International Airport,Vienna,Austria,VIE,LOWW,48.11029816,16.56970024,600.0,1,E,Europe/Vienna,Europe,1688.0,Antalya International Airport,Antalya,Turkey,AYT,LTAI,36.898701,30.800501,177.0,3,E,Europe/Istanbul,Asia
16334,AZ,596,JFK,3797,VCE,1551,Y,0.0,764,3797.0,John F Kennedy International Airport,New York,United States,JFK,KJFK,40.63980103,-73.77890015,13.0,-5,A,America/New_York,North America,1551.0,Venice Marco Polo Airport,Venice,Italy,VCE,LIPZ,45.505299,12.3519,7.0,1,E,Europe/Rome,Europe
16437,DY,3737,BKK,3885,OSL,644,Y,0.0,788,3885.0,Suvarnabhumi Airport,Bangkok,Thailand,BKK,VTBS,13.68109989,100.7470016,5.0,7,U,Asia/Bangkok,Asia,644.0,Oslo Lufthavn,Oslo,Norway,OSL,ENGM,60.121,11.0502,681.0,1,E,Europe/Oslo,Europe
16451,DY,3737,FLL,3533,OSL,644,Y,0.0,788,3533.0,Fort Lauderdale Hollywood International Airport,Fort Lauderdale,United States,FLL,KFLL,26.072599,-80.152702,9.0,-5,A,America/New_York,North America,644.0,Oslo Lufthavn,Oslo,Norway,OSL,ENGM,60.121,11.0502,681.0,1,E,Europe/Oslo,Europe
16460,DY,3737,JFK,3797,OSL,644,Y,0.0,788,3797.0,John F Kennedy International Airport,New York,United States,JFK,KJFK,40.63980103,-73.77890015,13.0,-5,A,America/New_York,North America,644.0,Oslo Lufthavn,Oslo,Norway,OSL,ENGM,60.121,11.0502,681.0,1,E,Europe/Oslo,Europe
16651,QF,4089,DXB,2188,HAM,342,Y,0.0,77W,2188.0,Dubai International Airport,Dubai,United Arab Emirates,DXB,OMDB,25.25279999,55.36439896,62.0,4,U,Asia/Dubai,Asia,342.0,Hamburg Airport,Hamburg,Germany,HAM,EDDH,53.63040161,9.988229752,53.0,1,E,Europe/Berlin,Europe
16745,LH,3320,EWR,3494,HAM,342,Y,0.0,752,3494.0,Newark Liberty International Airport,Newark,United States,EWR,KEWR,40.69250107,-74.16870117,18.0,-5,A,America/New_York,North America,342.0,Hamburg Airport,Hamburg,Germany,HAM,EDDH,53.63040161,9.988229752,53.0,1,E,Europe/Berlin,Europe
16773,DL,2009,ORD,3830,ICN,3930,Y,0.0,772 77W,3830.0,Chicago O'Hare International Airport,Chicago,United States,ORD,KORD,41.9786,-87.9048,672.0,-6,A,America/Chicago,North America,3930.0,Incheon International Airport,Seoul,South Korea,ICN,RKSI,37.46910095,126.4509964,23.0,9,U,Asia/Seoul,Asia
16777,KQ,3126,NBO,4059,ICN,3930,Y,0.0,332,4059.0,Jomo Kenyatta International Airport,Nairobi,Kenya,NBO,HKJK,-1.319239974,36.92779922,5330.0,3,N,Africa/Nairobi,Africa,3930.0,Incheon International Airport,Seoul,South Korea,ICN,RKSI,37.46910095,126.4509964,23.0,9,U,Asia/Seoul,Asia
16839,DL,2009,ATL,3682,ICN,3930,Y,0.0,77W,3682.0,Hartsfield Jackson Atlanta International Airport,Atlanta,United States,ATL,KATL,33.6367,-84.428101,1026.0,-5,A,America/New_York,North America,3930.0,Incheon International Airport,Seoul,South Korea,ICN,RKSI,37.46910095,126.4509964,23.0,9,U,Asia/Seoul,Asia
16890,QF,4089,SYD,3361,ICN,3930,Y,0.0,772,3361.0,Sydney Kingsford Smith International Airport,Sydney,Australia,SYD,YSSY,-33.94609833,151.177002,21.0,10,O,Australia/Sydney,Oceania,3930.0,Incheon International Airport,Seoul,South Korea,ICN,RKSI,37.46910095,126.4509964,23.0,9,U,Asia/Seoul,Asia
16891,TK,4951,SYD,3361,ICN,3930,Y,0.0,772,3361.0,Sydney Kingsford Smith International Airport,Sydney,Australia,SYD,YSSY,-33.94609833,151.177002,21.0,10,O,Australia/Sydney,Oceania,3930.0,Incheon International Airport,Seoul,South Korea,ICN,RKSI,37.46910095,126.4509964,23.0,9,U,Asia/Seoul,Asia
16921,OZ,28,YVR,156,ICN,3930,Y,0.0,763,156.0,Vancouver International Airport,Vancouver,Canada,YVR,CYVR,49.19390106,-123.1839981,14.0,-8,A,America/Vancouver,North America,3930.0,Incheon International Airport,Seoul,South Korea,ICN,RKSI,37.46910095,126.4509964,23.0,9,U,Asia/Seoul,Asia
16922,DL,2009,LAS,3877,ICN,3930,Y,0.0,772,3877.0,McCarran International Airport,Las Vegas,United States,LAS,KLAS,36.08010101,-115.1520004,2181.0,-8,A,America/Los_Angeles,North America,3930.0,Incheon International Airport,Seoul,South Korea,ICN,RKSI,37.46910095,126.4509964,23.0,9,U,Asia/Seoul,Asia
16924,DL,2009,LAX,3484,ICN,3930,Y,0.0,388 77W,3484.0,Los Angeles International Airport,Los Angeles,United States,LAX,KLAX,33.94250107,-118.4079971,125.0,-8,A,America/Los_Angeles,North America,3930.0,Incheon International Airport,Seoul,South Korea,ICN,RKSI,37.46910095,126.4509964,23.0,9,U,Asia/Seoul,Asia
16928,UA,5209,LAX,3484,ICN,3930,Y,0.0,77L 744,3484.0,Los Angeles International Airport,Los Angeles,United States,LAX,KLAX,33.94250107,-118.4079971,125.0,-8,A,America/Los_Angeles,North America,3930.0,Incheon International Airport,Seoul,South Korea,ICN,RKSI,37.46910095,126.4509964,23.0,9,U,Asia/Seoul,Asia
16934,DL,2009,DFW,3670,ICN,3930,Y,0.0,772,3670.0,Dallas Fort Worth International Airport,Dallas-Fort Worth,United States,DFW,KDFW,32.896801,-97.038002,607.0,-6,A,America/Chicago,North America,3930.0,Incheon International Airport,Seoul,South Korea,ICN,RKSI,37.46910095,126.4509964,23.0,9,U,Asia/Seoul,Asia
16940,UA,5209,JFK,3797,ICN,3930,Y,0.0,77W,3797.0,John F Kennedy International Airport,New York,United States,JFK,KJFK,40.63980103,-73.77890015,13.0,-5,A,America/New_York,North America,3930.0,Incheon International Airport,Seoul,South Korea,ICN,RKSI,37.46910095,126.4509964,23.0,9,U,Asia/Seoul,Asia
16946,AZ,596,FCO,1555,ICN,3930,Y,0.0,744,1555.0,Leonardo da VinciFiumicino Airport,Rome,Italy,FCO,LIRF,41.8002778,12.2388889,13.0,1,E,Europe/Rome,Europe,3930.0,Incheon International Airport,Seoul,South Korea,ICN,RKSI,37.46910095,126.4509964,23.0,9,U,Asia/Seoul,Asia
17046,DL,2009,HNL,3728,ICN,3930,Y,0.0,333 744,3728.0,Daniel K Inouye International Airport,Honolulu,United States,HNL,PHNL,21.32062,-157.924228,13.0,-10,N,Pacific/Honolulu,North America,3930.0,Incheon International Airport,Seoul,South Korea,ICN,RKSI,37.46910095,126.4509964,23.0,9,U,Asia/Seoul,Asia
17050,DL,2009,IAD,3714,ICN,3930,Y,0.0,77W 772,3714.0,Washington Dulles International Airport,Washington,United States,IAD,KIAD,38.94449997,-77.45580292,312.0,-5,A,America/New_York,North America,3930.0,Incheon International Airport,Seoul,South Korea,ICN,RKSI,37.46910095,126.4509964,23.0,9,U,Asia/Seoul,Asia
17054,DL,2009,SEA,3577,ICN,3930,Y,0.0,772 77W,3577.0,Seattle Tacoma International Airport,Seattle,United States,SEA,KSEA,47.449001,-122.308998,433.0,-8,A,America/Los_Angeles,North America,3930.0,Incheon International Airport,Seoul,South Korea,ICN,RKSI,37.46910095,126.4509964,23.0,9,U,Asia/Seoul,Asia
17057,UA,5209,SEA,3577,ICN,3930,Y,0.0,333,3577.0,Seattle Tacoma International Airport,Seattle,United States,SEA,KSEA,47.449001,-122.308998,433.0,-8,A,America/Los_Angeles,North America,3930.0,Incheon International Airport,Seoul,South Korea,ICN,RKSI,37.46910095,126.4509964,23.0,9,U,Asia/Seoul,Asia
17058,AI,218,SFO,3469,ICN,3930,Y,0.0,77W,3469.0,San Francisco International Airport,San Francisco,United States,SFO,KSFO,37.61899948,-122.375,13.0,-8,A,America/Los_Angeles,North America,3930.0,Incheon International Airport,Seoul,South Korea,ICN,RKSI,37.46910095,126.4509964,23.0,9,U,Asia/Seoul,Asia
17059,DL,2009,SFO,3469,ICN,3930,Y,0.0,77W 772,3469.0,San Francisco International Airport,San Francisco,United States,SFO,KSFO,37.61899948,-122.375,13.0,-8,A,America/Los_Angeles,North America,3930.0,Incheon International Airport,Seoul,South Korea,ICN,RKSI,37.46910095,126.4509964,23.0,9,U,Asia/Seoul,Asia
17115,S7,4329,VVO,2934,ICN,3930,Y,0.0,320,2934.0,Vladivostok International Airport,Vladivostok,Russia,VVO,UHWW,43.39899826,132.147995,46.0,10,N,Asia/Vladivostok,Europe,3930.0,Incheon International Airport,Seoul,South Korea,ICN,RKSI,37.46910095,126.4509964,23.0,9,U,Asia/Seoul,Asia
17132,AZ,596,LIM,2789,AMS,580,Y,0.0,77W 777,2789.0,Jorge Chávez International Airport,Lima,Peru,LIM,SPIM,-12.0219,-77.114305,113.0,-5,U,America/Lima,South America,580.0,Amsterdam Airport Schiphol,Amsterdam,Netherlands,AMS,EHAM,52.308601,4.76389,-11.0,1,E,Europe/Amsterdam,Europe
17135,AF,137,GYE,2673,AMS,580,Y,0.0,777,2673.0,José Joaquín de Olmedo International Airport,Guayaquil,Ecuador,GYE,SEGU,-2.15741992,-79.88359833,19.0,-5,U,America/Guayaquil,South America,580.0,Amsterdam Airport Schiphol,Amsterdam,Netherlands,AMS,EHAM,52.308601,4.76389,-11.0,1,E,Europe/Amsterdam,Europe
17163,DL,2009,ORD,3830,AMS,580,Y,0.0,74M,3830.0,Chicago O'Hare International Airport,Chicago,United States,ORD,KORD,41.9786,-87.9048,672.0,-6,A,America/Chicago,North America,580.0,Amsterdam Airport Schiphol,Amsterdam,Netherlands,AMS,EHAM,52.308601,4.76389,-11.0,1,E,Europe/Amsterdam,Europe
17165,LH,3320,ORD,3830,AMS,580,Y,0.0,763,3830.0,Chicago O'Hare International Airport,Chicago,United States,ORD,KORD,41.9786,-87.9048,672.0,-6,A,America/Chicago,North America,580.0,Amsterdam Airport Schiphol,Amsterdam,Netherlands,AMS,EHAM,52.308601,4.76389,-11.0,1,E,Europe/Amsterdam,Europe
17175,DL,2009,YUL,146,AMS,580,Y,0.0,M11,146.0,Montreal / Pierre Elliott Trudeau International Airport,Montreal,Canada,YUL,CYUL,45.47060013,-73.74079895,118.0,-5,A,America/Toronto,North America,580.0,Amsterdam Airport Schiphol,Amsterdam,Netherlands,AMS,EHAM,52.308601,4.76389,-11.0,1,E,Europe/Amsterdam,Europe
17177,AZ,596,NBO,4059,AMS,580,Y,0.0,747,4059.0,Jomo Kenyatta International Airport,Nairobi,Kenya,NBO,HKJK,-1.319239974,36.92779922,5330.0,3,N,Africa/Nairobi,Africa,580.0,Amsterdam Airport Schiphol,Amsterdam,Netherlands,AMS,EHAM,52.308601,4.76389,-11.0,1,E,Europe/Amsterdam,Europe
17183,CZ,1767,HGH,3386,AMS,580,Y,0.0,777,3386.0,Hangzhou Xiaoshan International Airport,Hangzhou,China,HGH,ZSHC,30.22949982,120.4339981,23.0,8,U,Asia/Shanghai,Asia,580.0,Amsterdam Airport Schiphol,Amsterdam,Netherlands,AMS,EHAM,52.308601,4.76389,-11.0,1,E,Europe/Amsterdam,Europe
17188,AF,137,KUL,3304,AMS,580,Y,0.0,777,3304.0,Kuala Lumpur International Airport,Kuala Lumpur,Malaysia,KUL,WMKK,2.745579958,101.7099991,69.0,8,N,Asia/Kuala_Lumpur,Asia,580.0,Amsterdam Airport Schiphol,Amsterdam,Netherlands,AMS,EHAM,52.308601,4.76389,-11.0,1,E,Europe/Amsterdam,Europe
17194,AF,137,TPE,2276,AMS,580,Y,0.0,777,2276.0,Taiwan Taoyuan International Airport,Taipei,Taiwan,TPE,RCTP,25.0777,121.233002,106.0,8,U,Asia/Taipei,Asia,580.0,Amsterdam Airport Schiphol,Amsterdam,Netherlands,AMS,EHAM,52.308601,4.76389,-11.0,1,E,Europe/Amsterdam,Europe
17239,KL,3090,CAN,3370,AMS,580,Y,0.0,330,3370.0,Guangzhou Baiyun International Airport,Guangzhou,China,CAN,ZGGG,23.39240074,113.2990036,50.0,8,U,Asia/Shanghai,Asia,580.0,Amsterdam Airport Schiphol,Amsterdam,Netherlands,AMS,EHAM,52.308601,4.76389,-11.0,1,E,Europe/Amsterdam,Europe
17240,CZ,1767,CTU,3395,AMS,580,Y,0.0,74M,3395.0,Chengdu Shuangliu International Airport,Chengdu,China,CTU,ZUUU,30.57850075,103.9469986,1625.0,8,U,Asia/Shanghai,Asia,580.0,Amsterdam Airport Schiphol,Amsterdam,Netherlands,AMS,EHAM,52.308601,4.76389,-11.0,1,E,Europe/Amsterdam,Europe
17246,CZ,1767,PVG,3406,AMS,580,Y,0.0,74M 747,3406.0,Shanghai Pudong International Airport,Shanghai,China,PVG,ZSPD,31.14340019,121.8050003,13.0,8,U,Asia/Shanghai,Asia,580.0,Amsterdam Airport Schiphol,Amsterdam,Netherlands,AMS,EHAM,52.308601,4.76389,-11.0,1,E,Europe/Amsterdam,Europe
17248,MU,1758,PVG,3406,AMS,580,Y,0.0,74M,3406.0,Shanghai Pudong International Airport,Shanghai,China,PVG,ZSPD,31.14340019,121.8050003,13.0,8,U,Asia/Shanghai,Asia,580.0,Amsterdam Airport Schiphol,Amsterdam,Netherlands,AMS,EHAM,52.308601,4.76389,-11.0,1,E,Europe/Amsterdam,Europe
17249,CZ,1767,XMN,3383,AMS,580,Y,0.0,777,3383.0,Xiamen Gaoqi International Airport,Xiamen,China,XMN,ZSAM,24.54400063,118.1279984,59.0,8,U,Asia/Shanghai,Asia,580.0,Amsterdam Airport Schiphol,Amsterdam,Netherlands,AMS,EHAM,52.308601,4.76389,-11.0,1,E,Europe/Amsterdam,Europe
17251,DL,2009,YVR,156,AMS,580,Y,0.0,333,156.0,Vancouver International Airport,Vancouver,Canada,YVR,CYVR,49.19390106,-123.1839981,14.0,-8,A,America/Vancouver,North America,580.0,Amsterdam Airport Schiphol,Amsterdam,Netherlands,AMS,EHAM,52.308601,4.76389,-11.0,1,E,Europe/Amsterdam,Europe
17253,DL,2009,LAX,3484,AMS,580,Y,0.0,74M 747,3484.0,Los Angeles International Airport,Los Angeles,United States,LAX,KLAX,33.94250107,-118.4079971,125.0,-8,A,America/Los_Angeles,North America,580.0,Amsterdam Airport Schiphol,Amsterdam,Netherlands,AMS,EHAM,52.308601,4.76389,-11.0,1,E,Europe/Amsterdam,Europe
17261,AZ,596,DXB,2188,AMS,580,Y,0.0,777,2188.0,Dubai International Airport,Dubai,United Arab Emirates,DXB,OMDB,25.25279999,55.36439896,62.0,4,U,Asia/Dubai,Asia,580.0,Amsterdam Airport Schiphol,Amsterdam,Netherlands,AMS,EHAM,52.308601,4.76389,-11.0,1,E,Europe/Amsterdam,Europe
17264,DL,2009,DFW,3670,AMS,580,Y,0.0,332,3670.0,Dallas Fort Worth International Airport,Dallas-Fort Worth,United States,DFW,KDFW,32.896801,-97.038002,607.0,-6,A,America/Chicago,North America,580.0,Amsterdam Airport Schiphol,Amsterdam,Netherlands,AMS,EHAM,52.308601,4.76389,-11.0,1,E,Europe/Amsterdam,Europe
17271,DL,2009,YYC,178,AMS,580,Y,0.0,332,178.0,Calgary International Airport,Calgary,Canada,YYC,CYYC,51.11389923,-114.0199966,3557.0,-7,A,America/Edmonton,North America,580.0,Amsterdam Airport Schiphol,Amsterdam,Netherlands,AMS,EHAM,52.308601,4.76389,-11.0,1,E,Europe/Amsterdam,Europe
17387,AZ,596,CPT,797,AMS,580,Y,0.0,777,797.0,Cape Town International Airport,Cape Town,South Africa,CPT,FACT,-33.96480179,18.60169983,151.0,2,U,Africa/Johannesburg,Africa,580.0,Amsterdam Airport Schiphol,Amsterdam,Netherlands,AMS,EHAM,52.308601,4.76389,-11.0,1,E,Europe/Amsterdam,Europe
17391,KL,3090,BOM,2997,AMS,580,Y,0.0,76W,2997.0,Chhatrapati Shivaji International Airport,Mumbai,India,BOM,VABB,19.08869934,72.86789703,39.0,5.5,N,Asia/Calcutta,Asia,580.0,Amsterdam Airport Schiphol,Amsterdam,Netherlands,AMS,EHAM,52.308601,4.76389,-11.0,1,E,Europe/Amsterdam,Europe
17394,KL,3090,TBS,3973,AMS,580,Y,0.0,737,3973.0,Tbilisi International Airport,Tbilisi,Georgia,TBS,UGTB,41.6692009,44.95470047,1624.0,4,N,Asia/Tbilisi,Asia,580.0,Amsterdam Airport Schiphol,Amsterdam,Netherlands,AMS,EHAM,52.308601,4.76389,-11.0,1,E,Europe/Amsterdam,Europe
17417,KL,3090,DTW,3645,AMS,580,Y,0.0,777 330 76W,3645.0,Detroit Metropolitan Wayne County Airport,Detroit,United States,DTW,KDTW,42.21239853,-83.35340118,645.0,-5,A,America/New_York,North America,580.0,Amsterdam Airport Schiphol,Amsterdam,Netherlands,AMS,EHAM,52.308601,4.76389,-11.0,1,E,Europe/Amsterdam,Europe
17419,KL,3090,MSP,3858,AMS,580,Y,0.0,330,3858.0,Minneapolis-St Paul International/Wold-Chamberlain Airport,Minneapolis,United States,MSP,KMSP,44.882,-93.221802,841.0,-6,A,America/Chicago,North America,580.0,Amsterdam Airport Schiphol,Amsterdam,Netherlands,AMS,EHAM,52.308601,4.76389,-11.0,1,E,Europe/Amsterdam,Europe
17421,KL,3090,BOS,3448,AMS,580,Y,0.0,330,3448.0,General Edward Lawrence Logan International Airport,Boston,United States,BOS,KBOS,42.36429977,-71.00520325,20.0,-5,A,America/New_York,North America,580.0,Amsterdam Airport Schiphol,Amsterdam,Netherlands,AMS,EHAM,52.308601,4.76389,-11.0,1,E,Europe/Amsterdam,Europe
17426,AZ,596,PTY,1871,AMS,580,Y,0.0,777 77W,1871.0,Tocumen International Airport,Panama City,Panama,PTY,MPTO,9.071359634,-79.38349915,135.0,-5,U,America/Panama,North America,580.0,Amsterdam Airport Schiphol,Amsterdam,Netherlands,AMS,EHAM,52.308601,4.76389,-11.0,1,E,Europe/Amsterdam,Europe
17428,AF,137,AUH,2179,AMS,580,Y,0.0,330,2179.0,Abu Dhabi International Airport,Abu Dhabi,United Arab Emirates,AUH,OMAA,24.43300056,54.65110016,88.0,4,U,Asia/Dubai,Asia,580.0,Amsterdam Airport Schiphol,Amsterdam,Netherlands,AMS,EHAM,52.308601,4.76389,-11.0,1,E,Europe/Amsterdam,Europe
17430,DL,2009,AUH,2179,AMS,580,Y,0.0,330,2179.0,Abu Dhabi International Airport,Abu Dhabi,United Arab Emirates,AUH,OMAA,24.43300056,54.65110016,88.0,4,U,Asia/Dubai,Asia,580.0,Amsterdam Airport Schiphol,Amsterdam,Netherlands,AMS,EHAM,52.308601,4.76389,-11.0,1,E,Europe/Amsterdam,Europe
17435,AF,137,DMM,2064,AMS,580,Y,0.0,330,2064.0,King Fahd International Airport,Dammam,Saudi Arabia,DMM,OEDF,26.47120094,49.79790115,72.0,3,U,Asia/Riyadh,Asia,580.0,Amsterdam Airport Schiphol,Amsterdam,Netherlands,AMS,EHAM,52.308601,4.76389,-11.0,1,E,Europe/Amsterdam,Europe
17436,DL,2009,DMM,2064,AMS,580,Y,0.0,332 330,2064.0,King Fahd International Airport,Dammam,Saudi Arabia,DMM,OEDF,26.47120094,49.79790115,72.0,3,U,Asia/Riyadh,Asia,580.0,Amsterdam Airport Schiphol,Amsterdam,Netherlands,AMS,EHAM,52.308601,4.76389,-11.0,1,E,Europe/Amsterdam,Europe
17438,AF,137,DOH,11051,AMS,580,Y,0.0,330,11051.0,Hamad International Airport,Doha,Qatar,DOH,OTHH,25.273056,51.608056,13.0,3,N,\N,Asia,580.0,Amsterdam Airport Schiphol,Amsterdam,Netherlands,AMS,EHAM,52.308601,4.76389,-11.0,1,E,Europe/Amsterdam,Europe
17439,DL,2009,DOH,11051,AMS,580,Y,0.0,330,11051.0,Hamad International Airport,Doha,Qatar,DOH,OTHH,25.273056,51.608056,13.0,3,N,\N,Asia,580.0,Amsterdam Airport Schiphol,Amsterdam,Netherlands,AMS,EHAM,52.308601,4.76389,-11.0,1,E,Europe/Amsterdam,Europe
17442,KL,3090,EWR,3494,AMS,580,Y,0.0,76W,3494.0,Newark Liberty International Airport,Newark,United States,EWR,KEWR,40.69250107,-74.16870117,18.0,-5,A,America/New_York,North America,580.0,Amsterdam Airport Schiphol,Amsterdam,Netherlands,AMS,EHAM,52.308601,4.76389,-11.0,1,E,Europe/Amsterdam,Europe
17443,LH,3320,EWR,3494,AMS,580,Y,0.0,752 763,3494.0,Newark Liberty International Airport,Newark,United States,EWR,KEWR,40.69250107,-74.16870117,18.0,-5,A,America/New_York,North America,580.0,Amsterdam Airport Schiphol,Amsterdam,Netherlands,AMS,EHAM,52.308601,4.76389,-11.0,1,E,Europe/Amsterdam,Europe
